index,id,original_title,genres,keywords,cast,director,combine
1841,1265,Bridge to Terabithia,Adventure Drama Family,brother sister relationship friendship bullying neighbor school,Josh Hutcherson AnnaSophia Robb Robert Patrick Zooey Deschanel Bailee Madison,G\u00e1bor Csup\u00f3,Adventure Drama Family brother sister relationship friendship bullying neighbor school Josh Hutcherson AnnaSophia Robb Robert Patrick Zooey Deschanel Bailee MadisonG\u00e1bor Csup\u00f3
1842,866,Finding Neverland,Drama,london england scotland parents kids relationship becoming an adult fantasy,Johnny Depp Kate Winslet Julie Christie Dustin Hoffman Freddie Highmore,Marc Forster,Drama london england scotland parents kids relationship becoming an adult fantasy Johnny Depp Kate Winslet Julie Christie Dustin Hoffman Freddie HighmoreMarc Forster
1843,175555,A Madea Christmas,Comedy Drama,christmas,Tyler Perry Anna Maria Horsford Tika Sumpter Eric Lively Chad Michael Murray,Tyler Perry,Comedy Drama christmas Tyler Perry Anna Maria Horsford Tika Sumpter Eric Lively Chad Michael MurrayTyler Perry
1844,75174,The Grey,Action Drama Thriller,alcohol isolation wolf wilderness forest,Liam Neeson Dermot Mulroney Frank Grillo Dallas Roberts Joe Anderson,Joe Carnahan,Action Drama Thriller alcohol isolation wolf wilderness forest Liam Neeson Dermot Mulroney Frank Grillo Dallas Roberts Joe AndersonJoe Carnahan
1845,11096,Hide and Seek,Horror Mystery Thriller,house imaginary friend suspense loss of wife,Robert De Niro Dakota Fanning Famke Janssen Elisabeth Shue Amy Irving,John Polson,Horror Mystery Thriller house imaginary friend suspense loss of wife Robert De Niro Dakota Fanning Famke Janssen Elisabeth Shue Amy IrvingJohn Polson
1846,8699,Anchorman: The Legend of Ron Burgundy,Comedy,journalism sexism ladder panda tv show in film,Will Ferrell Christina Applegate Paul Rudd David Koechner Steve Carell,Adam McKay,Comedy journalism sexism ladder panda tv show in film Will Ferrell Christina Applegate Paul Rudd David Koechner Steve CarellAdam McKay
1847,769,GoodFellas,Drama Crime,prison based on novel florida 1970s mass murder,Robert De Niro Ray Liotta Joe Pesci Lorraine Bracco Paul Sorvino,Martin Scorsese,Drama Crime prison based on novel florida 1970s mass murder Robert De Niro Ray Liotta Joe Pesci Lorraine Bracco Paul SorvinoMartin Scorsese
1848,10923,Agent Cody Banks,Action,spy cia killer robot delinquent teen spy,Frankie Muniz Hilary Duff Angie Harmon Keith David Cynthia Stevenson,Harald Zwart,Action spy cia killer robot delinquent teen spy Frankie Muniz Hilary Duff Angie Harmon Keith David Cynthia StevensonHarald Zwart
1849,11283,Nanny McPhee,Fantasy Comedy Family,loss of mother nanny education wizardry children,Emma Thompson Colin Firth Kelly Macdonald Thomas Brodie-Sangster Eliza Bennett,Kirk Jones,Fantasy Comedy Family loss of mother nanny education wizardry children Emma Thompson Colin Firth Kelly Macdonald Thomas Brodie-Sangster Eliza BennettKirk Jones
1850,111,Scarface,Action Crime Drama Thriller,miami corruption capitalism cuba prohibition,Al Pacino Steven Bauer Michelle Pfeiffer Mary Elizabeth Mastrantonio Robert Loggia,Brian De Palma,Action Crime Drama Thriller miami corruption capitalism cuba prohibition Al Pacino Steven Bauer Michelle Pfeiffer Mary Elizabeth Mastrantonio Robert LoggiaBrian De Palma
1851,11676,Nothing to Lose,Action Adventure Comedy,rap music infidelity security camera loss crook,Tim Robbins Martin Lawrence John C. McGinley Kelly Preston Irma P. Hall,Steve Oedekerk,Action Adventure Comedy rap music infidelity security camera loss crook Tim Robbins Martin Lawrence John C. McGinley Kelly Preston Irma P. HallSteve Oedekerk
1852,746,The Last Emperor,Drama History,buddhism japan suicide china suicide attempt,John Lone Peter O'Toole Joan Chen Dennis Dun Ryuichi Sakamoto,Bernardo Bertolucci,Drama History buddhism japan suicide china suicide attempt John Lone Peter O'Toole Joan Chen Dennis Dun Ryuichi SakamotoBernardo Bertolucci
1853,77866,Contraband,Thriller Action Drama Crime,head wound criminal security guard contraband,Mark Wahlberg Kate Beckinsale Ben Foster Giovanni Ribisi J.K. Simmons,Baltasar Korm\u00e1kur,Thriller Action Drama Crime head wound criminal security guard contraband Mark Wahlberg Kate Beckinsale Ben Foster Giovanni Ribisi J.K. SimmonsBaltasar Korm\u00e1kur
1854,9416,Money Talks,Action Adventure Comedy,prison diamant liberation of prisoners transport of prisoners interview,Chris Tucker Charlie Sheen Heather Locklear Paul Sorvino Elise Neal,Brett Ratner,Action Adventure Comedy prison diamant liberation of prisoners transport of prisoners interview Chris Tucker Charlie Sheen Heather Locklear Paul Sorvino Elise NealBrett Ratner
1855,7345,There Will Be Blood,Drama,brother brother relationship deaf-mute american dream fanatic pipeline,Daniel Day-Lewis Paul Dano Dillon Freasier Ciar\u00e1n Hinds Kevin J. O'Connor,Paul Thomas Anderson,Drama brother brother relationship deaf-mute american dream fanatic pipeline Daniel Day-Lewis Paul Dano Dillon Freasier Ciar\u00e1n Hinds Kevin J. O'ConnorPaul Thomas Anderson
1856,14317,The Wild Thornberrys Movie,Animation Adventure Family,sister sister relationship safari wildlife baboon chimpanzee,Lacey Chabert Tom Kane Cree Summer Tim Curry Lynn Redgrave,Cathy Malkasian,Animation Adventure Family sister sister relationship safari wildlife baboon chimpanzee Lacey Chabert Tom Kane Cree Summer Tim Curry Lynn RedgraveCathy Malkasian
1857,20694,Rugrats Go Wild,Animation Family,kids and family,E.G. Daily Nancy Cartwright Kath Soucie Dionne Quan Tim Curry,Norton Virgien,Animation Family kids and family E.G. Daily Nancy Cartwright Kath Soucie Dionne Quan Tim CurryNorton Virgien
1858,12277,Undercover Brother,Action Comedy,usa president double life policy and organisations undercover intelligence,Eddie Griffin Chris Kattan Denise Richards Aunjanue Ellis Chi McBride,Malcolm D. Lee,Action Comedy usa president double life policy and organisations undercover intelligence Eddie Griffin Chris Kattan Denise Richards Aunjanue Ellis Chi McBrideMalcolm D. Lee
1859,9779,The Sisterhood of the Traveling Pants,Drama Comedy,holiday female friendship jeans coming of age teenage girl,Amber Tamblyn Alexis Bledel America Ferrera Blake Lively Jenna Boyd,Ken Kwapis,Drama Comedy holiday female friendship jeans coming of age teenage girl Amber Tamblyn Alexis Bledel America Ferrera Blake Lively Jenna BoydKen Kwapis
1860,2140,Kiss of the Dragon,Action Crime Thriller,paris prostitute drug,Jet Li Bridget Fonda Tch\u00e9ky Karyo Max Ryan Ric Young,Chris Nahon,Action Crime Thriller paris prostitute drug Jet Li Bridget Fonda Tch\u00e9ky Karyo Max Ryan Ric YoungChris Nahon
1861,12620,The House Bunny,Romance Comedy,virgin nudity college costume yoga,Anna Faris Emma Stone Kat Dennings Katharine McPhee Rumer Willis,Fred Wolf,Romance Comedy virgin nudity college costume yoga Anna Faris Emma Stone Kat Dennings Katharine McPhee Rumer WillisFred Wolf
1862,14177,Beauty Shop,Comedy Romance,,Queen Latifah Alicia Silverstone Andie MacDowell Alfre Woodard Mena Suvari,Bille Woodruff,Comedy Romance  Queen Latifah Alicia Silverstone Andie MacDowell Alfre Woodard Mena SuvariBille Woodruff
1863,198185,Million Dollar Arm,Drama,baseball sport duringcreditsstinger,Jon Hamm Bill Paxton Lake Bell Suraj Sharma Aasif Mandvi,Craig Gillespie,Drama baseball sport duringcreditsstinger Jon Hamm Bill Paxton Lake Bell Suraj Sharma Aasif MandviCraig Gillespie
1864,227156,The Giver,Drama Science Fiction,dystopia black and white based on young adult novel,Jeff Bridges Meryl Streep Brenton Thwaites Odeya Rush Alexander Skarsg\u00e5rd,Phillip Noyce,Drama Science Fiction dystopia black and white based on young adult novel Jeff Bridges Meryl Streep Brenton Thwaites Odeya Rush Alexander Skarsg\u00e5rdPhillip Noyce
1865,10735,What a Girl Wants,Comedy,london england england daughter politician teenage girl,Amanda Bynes Colin Firth Kelly Preston Jonathan Pryce Oliver James,Dennie Gordon,Comedy london england england daughter politician teenage girl Amanda Bynes Colin Firth Kelly Preston Jonathan Pryce Oliver JamesDennie Gordon
1866,11351,Jeepers Creepers 2,Horror Thriller,father son relationship scarecrow peasant farm immortality,Ray Wise Jonathan Breck Garikayi Mutambirwa Eric Nenninger Josh Hammond,Victor Salva,Horror Thriller father son relationship scarecrow peasant farm immortality Ray Wise Jonathan Breck Garikayi Mutambirwa Eric Nenninger Josh HammondVictor Salva
1867,10030,Good Luck Chuck,Comedy Drama Romance,sex aquarium nudity one-night stand bride,Dane Cook Jessica Alba Dan Fogler Ellia English Lonny Ross,Mark Helfrich,Comedy Drama Romance sex aquarium nudity one-night stand bride Dane Cook Jessica Alba Dan Fogler Ellia English Lonny RossMark Helfrich
1868,10623,Cradle 2 the Grave,Action Crime Drama,robbery diamant intelligence bank robber thief,Jet Li DMX Kelly Hu Anthony Anderson Tom Arnold,Andrzej Bartkowiak,Action Crime Drama robbery diamant intelligence bank robber thief Jet Li DMX Kelly Hu Anthony Anderson Tom ArnoldAndrzej Bartkowiak
1869,590,The Hours,Drama,london england suicide gay poetry aids,Nicole Kidman Julianne Moore Meryl Streep Stephen Dillane Miranda Richardson,Stephen Daldry,Drama london england suicide gay poetry aids Nicole Kidman Julianne Moore Meryl Streep Stephen Dillane Miranda RichardsonStephen Daldry
1870,9655,She's the Man,Comedy Drama Family Romance,roommate twin sister sport boarding school twin brother,Amanda Bynes Channing Tatum Laura Ramsey Vinnie Jones David Cross,Andy Fickman,Comedy Drama Family Romance roommate twin sister sport boarding school twin brother Amanda Bynes Channing Tatum Laura Ramsey Vinnie Jones David CrossAndy Fickman
1871,1268,Mr. Bean's Holiday,Family Comedy,holiday france film director chaos clumsy fellow,Rowan Atkinson Max Baldry Emma de Caunes Willem Dafoe Karel Roden,Steve Bendelack,Family Comedy holiday france film director chaos clumsy fellow Rowan Atkinson Max Baldry Emma de Caunes Willem Dafoe Karel RodenSteve Bendelack
1872,11237,Anacondas: The Hunt for the Blood Orchid,Adventure Action Horror Science Fiction Thriller,snake expedition traitor research orchid,Johnny Messner KaDee Strickland Matthew Marsden Nicholas Gonzalez Eugene Byrd,Dwight H. Little,Adventure Action Horror Science Fiction Thriller snake expedition traitor research orchid Johnny Messner KaDee Strickland Matthew Marsden Nicholas Gonzalez Eugene ByrdDwight H. Little
1873,190955,Blood Ties,Thriller Crime Drama,,Clive Owen Billy Crudup Marion Cotillard Mila Kunis Zoe Saldana,Guillaume Canet,Thriller Crime Drama  Clive Owen Billy Crudup Marion Cotillard Mila Kunis Zoe SaldanaGuillaume Canet
1874,5123,August Rush,Drama,date loss of son love at first sight child labour guitar,Freddie Highmore Keri Russell Jonathan Rhys Meyers Terrence Howard Robin Williams,Kirsten Sheridan,Drama date loss of son love at first sight child labour guitar Freddie Highmore Keri Russell Jonathan Rhys Meyers Terrence Howard Robin WilliamsKirsten Sheridan
1875,4518,Elizabeth,Drama History,duke historical figure treason catholic protestant,Cate Blanchett Geoffrey Rush Christopher Eccleston Joseph Fiennes Richard Attenborough,Shekhar Kapur,Drama History duke historical figure treason catholic protestant Cate Blanchett Geoffrey Rush Christopher Eccleston Joseph Fiennes Richard AttenboroughShekhar Kapur
1876,11932,Bride of Chucky,Horror Comedy,route 66 puppet evil doll killer doll killer toys,Ed Gale Jennifer Tilly Brad Dourif Katherine Heigl Nick Stabile,Ronny Yu,Horror Comedy route 66 puppet evil doll killer doll killer toys Ed Gale Jennifer Tilly Brad Dourif Katherine Heigl Nick StabileRonny Yu
1877,11165,Tora! Tora! Tora!,History Action Drama Adventure War,japan world war ii pearl harbor soldier imperial japan,Martin Balsam S\u00f4 Yamamura Joseph Cotten Tatsuya Mihashi E.G. Marshall,Richard Fleischer,History Action Drama Adventure War japan world war ii pearl harbor soldier imperial japan Martin Balsam S\u00f4 Yamamura Joseph Cotten Tatsuya Mihashi E.G. MarshallRichard Fleischer
1878,6116,Spice World,Adventure Fantasy Drama Comedy Music,pop pop culture pop star,Victoria Beckham Melanie Brown Emma Bunton Melanie Chisholm Geri Halliwell,Bob Spiers,Adventure Fantasy Drama Comedy Music pop pop culture pop star Victoria Beckham Melanie Brown Emma Bunton Melanie Chisholm Geri HalliwellBob Spiers
1879,57431,The Sitter,Comedy,babysitter duringcreditsstinger,Sam Rockwell Jonah Hill Max Records Ari Graynor J.B. Smoove,David Gordon Green,Comedy babysitter duringcreditsstinger Sam Rockwell Jonah Hill Max Records Ari Graynor J.B. SmooveDavid Gordon Green
1880,21724,Dance Flick,Action Comedy Music,rap music hip-hop,Shoshana Bush Damon Wayans Jr. Essence Atkins Chris Elliott David Alan Grier,Damien Dante Wayans,Action Comedy Music rap music hip-hop Shoshana Bush Damon Wayans Jr. Essence Atkins Chris Elliott David Alan GrierDamien Dante Wayans
1881,278,The Shawshank Redemption,Drama Crime,prison corruption police brutality prison cell delinquent,Tim Robbins Morgan Freeman Bob Gunton Clancy Brown Mark Rolston,Frank Darabont,Drama Crime prison corruption police brutality prison cell delinquent Tim Robbins Morgan Freeman Bob Gunton Clancy Brown Mark RolstonFrank Darabont
1882,9290,Crocodile Dundee in Los Angeles,Adventure Comedy,crocodile traffic jam los angeles stolen painting,Paul Hogan Linda Kozlowski Jere Burns Jonathan Banks Alec Wilson,Simon Wincer,Adventure Comedy crocodile traffic jam los angeles stolen painting Paul Hogan Linda Kozlowski Jere Burns Jonathan Banks Alec WilsonSimon Wincer
1883,11543,Kingpin,Comedy,sport handicap sexual favor star spangled banner bowling team,Woody Harrelson Randy Quaid Vanessa Angel Bill Murray Chris Elliott,Bobby Farrelly,Comedy sport handicap sexual favor star spangled banner bowling team Woody Harrelson Randy Quaid Vanessa Angel Bill Murray Chris ElliottBobby Farrelly
1884,284536,The Gambler,Thriller Crime Drama,gambling gun professor beating gambler,Mark Wahlberg John Goodman Brie Larson Michael Kenneth Williams Jessica Lange,Rupert Wyatt,Thriller Crime Drama gambling gun professor beating gambler Mark Wahlberg John Goodman Brie Larson Michael Kenneth Williams Jessica LangeRupert Wyatt
1885,152737,August: Osage County,Comedy Drama,suicide drug addiction funeral dysfunctional family based on play,Meryl Streep Julia Roberts Chris Cooper Ewan McGregor Margo Martindale,John Wells,Comedy Drama suicide drug addiction funeral dysfunctional family based on play Meryl Streep Julia Roberts Chris Cooper Ewan McGregor Margo MartindaleJohn Wells
1886,13374,Ice Princess,Drama Comedy Family,sport figure skating teenage girl teen movie teenager,Michelle Trachtenberg Joan Cusack Amy Stewart Hayden Panettiere Kim Cattrall,Tim Fywell,Drama Comedy Family sport figure skating teenage girl teen movie teenager Michelle Trachtenberg Joan Cusack Amy Stewart Hayden Panettiere Kim CattrallTim Fywell
1887,8976,A Lot Like Love,Comedy,new york shyness career flight romantic comedy,Ashton Kutcher Amanda Peet Aimee Garcia Taryn Manning Ali Larter,Nigel Cole,Comedy new york shyness career flight romantic comedy Ashton Kutcher Amanda Peet Aimee Garcia Taryn Manning Ali LarterNigel Cole
1888,319888,Eddie the Eagle,Comedy Drama History,underdog olympic games ski jump biography sport,Taron Egerton Hugh Jackman Christopher Walken Ania Sowinski Mads Sj\u00f8g\u00e5rd Pettersen,Dexter Fletcher,Comedy Drama History underdog olympic games ski jump biography sport Taron Egerton Hugh Jackman Christopher Walken Ania Sowinski Mads Sj\u00f8g\u00e5rd PettersenDexter Fletcher
1889,9469,He Got Game,Drama,prison father son relationship homicide begnadigung release from prison,Denzel Washington Ray Allen Milla Jovovich Rosario Dawson Hill Harper,Spike Lee,Drama prison father son relationship homicide begnadigung release from prison Denzel Washington Ray Allen Milla Jovovich Rosario Dawson Hill HarperSpike Lee
1890,1909,Don Juan DeMarco,Romance Drama Comedy,sex addiction love mental institution patient psychiatrist,Johnny Depp Marlon Brando Faye Dunaway G\u00e9raldine Pailhas Bob Dishy,Jeremy Leven,Romance Drama Comedy sex addiction love mental institution patient psychiatrist Johnny Depp Marlon Brando Faye Dunaway G\u00e9raldine Pailhas Bob DishyJeremy Leven
